SEP=,
Date,  c1, c2, 
2024-05-13 09:19:49,0.0,-1026.0
2024-05-13 09:20:03,0.0,-1026.0
2024-05-13 09:29:26,0.0,-1026.0
2024-05-13 09:30:29,0.0,-1026.0
2024-05-13 09:30:34,0.0,-1026.0
2024-05-13 09:30:40,0.0,-1026.0
2024-05-13 09:30:45,0.0,-1026.0
2024-05-13 09:30:50,0.0,-1026.0
2024-05-13 09:30:55,0.0,-1026.0
2024-05-13 09:31:01,0.0,-1026.0
2024-05-13 09:31:06,0.0,-1026.0
2024-05-13 09:31:11,0.0,-1026.0
2024-05-13 09:31:17,0.0,-1026.0
2024-05-13 09:31:22,0.0,-1026.0
2024-05-13 09:31:27,0.0,-1026.0
2024-05-13 09:31:33,0.0,-1026.0
2024-05-13 09:31:38,0.0,-1026.0
2024-05-13 09:31:43,0.0,-1026.0
2024-05-13 09:31:49,0.0,-1026.0
2024-05-13 09:31:54,0.0,-1026.0
2024-05-13 09:31:59,0.0,-1026.0
2024-05-13 09:32:05,0.0,-1026.0
2024-05-13 09:32:10,0.0,-1026.0
2024-05-13 09:32:15,0.0,-1026.0
2024-05-13 09:32:20,0.0,-1026.0
2024-05-13 09:32:26,0.0,-1026.0
2024-05-13 09:32:31,0.0,-1026.0
2024-05-13 09:32:36,0.0,-1026.0
2024-05-13 09:32:42,0.0,-1026.0
2024-05-13 09:32:47,0.0,-1026.0
2024-05-13 09:32:52,0.0,-1026.0
2024-05-13 09:32:58,0.0,-1026.0
2024-05-13 09:33:03,0.0,-1026.0
2024-05-13 09:33:08,0.0,-1026.0
2024-05-13 09:33:14,0.0,-1026.0
2024-05-13 09:33:19,0.0,-1026.0
2024-05-13 09:33:24,0.0,-1026.0
2024-05-13 09:33:30,0.0,-1026.0
2024-05-13 09:33:35,0.0,-1026.0
2024-05-13 09:33:40,0.0,-1026.0
2024-05-13 09:33:45,0.0,-1026.0
2024-05-13 09:33:51,0.0,-1026.0
2024-05-13 09:33:56,0.0,-1026.0
2024-05-13 09:34:01,0.0,-1026.0
2024-05-13 09:34:07,0.0,-1026.0
2024-05-13 09:34:12,0.0,-1026.0
2024-05-13 09:34:17,0.0,-1026.0
2024-05-13 09:34:23,0.0,-1026.0
2024-05-13 09:34:28,0.0,-1026.0
2024-05-13 09:34:33,0.0,-1026.0
2024-05-13 09:34:39,0.0,-1026.0
2024-05-13 09:34:44,0.0,-1026.0
2024-05-13 09:34:49,0.0,-1026.0
2024-05-13 09:34:55,0.0,-1026.0
2024-05-13 09:35:00,0.0,-1026.0
